      0.00000000E+00       0.30000000E+01       0.00000000E+00       0.00000000E+00       0.00000000E+00
      0.50000000E+00       0.29596601E+01       0.31216949E-01       0.91203344E-02       0.25739889E-05
      0.10000000E+01       0.29298020E+01       0.42238634E-01       0.27945992E-01       0.13362225E-04
      0.15000000E+01       0.29038579E+01       0.45969620E-01       0.50141857E-01       0.30651880E-04
      0.20000000E+01       0.28794566E+01       0.47069533E-01       0.73422353E-01       0.51503992E-04
      0.25000000E+01       0.28557413E+01       0.47221168E-01       0.96963503E-01       0.74004622E-04
      0.30000000E+01       0.28324016E+01       0.47032316E-01       0.12046893E+00       0.97149816E-04
      0.35000000E+01       0.28093243E+01       0.46722507E-01       0.14383271E+00       0.12046275E-03
      0.40000000E+01       0.27864675E+01       0.46371033E-01       0.16701771E+00       0.14372995E-03
      0.45000000E+01       0.27638151E+01       0.46006524E-01       0.19001156E+00       0.16685987E-03
      0.50000000E+01       0.27413600E+01       0.45639308E-01       0.21281090E+00       0.18981484E-03
      0.55000000E+01       0.27190988E+01       0.45273101E-01       0.23541555E+00       0.21258030E-03
      0.60000000E+01       0.26970291E+01       0.44909228E-01       0.25782651E+00       0.23515131E-03
      0.65000000E+01       0.26751491E+01       0.44548155E-01       0.28004518E+00       0.25752693E-03
      0.70000000E+01       0.26534572E+01       0.44190031E-01       0.30207310E+00       0.27970779E-03
      0.75000000E+01       0.26319515E+01       0.43834896E-01       0.32391186E+00       0.30169519E-03
      0.80000000E+01       0.26106307E+01       0.43482749E-01       0.34556305E+00       0.32349065E-03
      0.85000000E+01       0.25894931E+01       0.43133572E-01       0.36702825E+00       0.34509579E-03
      0.90000000E+01       0.25685371E+01       0.42787345E-01       0.38830903E+00       0.36651224E-03
      0.95000000E+01       0.25477613E+01       0.42444045E-01       0.40940695E+00       0.38774166E-03
      0.10000000E+02       0.25271640E+01       0.42103648E-01       0.43032357E+00       0.40878566E-03
      0.10500000E+02       0.25067438E+01       0.41766131E-01       0.45106042E+00       0.42964588E-03
      0.11000000E+02       0.24864992E+01       0.41431469E-01       0.47161903E+00       0.45032393E-03
      0.11500000E+02       0.24664286E+01       0.41099640E-01       0.49200089E+00       0.47082139E-03
      0.12000000E+02       0.24465307E+01       0.40770620E-01       0.51220753E+00       0.49113984E-03
      0.12500000E+02       0.24268039E+01       0.40444386E-01       0.53224041E+00       0.51128086E-03
      0.13000000E+02       0.24072468E+01       0.40120915E-01       0.55210102E+00       0.53124600E-03
      0.13500000E+02       0.23878580E+01       0.39800184E-01       0.57179081E+00       0.55103679E-03
      0.14000000E+02       0.23686359E+01       0.39482172E-01       0.59131124E+00       0.57065477E-03
      0.14500000E+02       0.23495793E+01       0.39166855E-01       0.61066374E+00       0.59010144E-03
      0.15000000E+02       0.23306867E+01       0.38854211E-01       0.62984974E+00       0.60937830E-03
      0.15500000E+02       0.23119566E+01       0.38544219E-01       0.64887066E+00       0.62848684E-03
      0.16000000E+02       0.22933878E+01       0.38236856E-01       0.66772789E+00       0.64742853E-03
      0.16500000E+02       0.22749789E+01       0.37932101E-01       0.68642283E+00       0.66620484E-03
      0.17000000E+02       0.22567284E+01       0.37629932E-01       0.70495685E+00       0.68481720E-03
      0.17500000E+02       0.22386351E+01       0.37330328E-01       0.72333133E+00       0.70326705E-03
      0.18000000E+02       0.22206976E+01       0.37033267E-01       0.74154763E+00       0.72155582E-03
      0.18500000E+02       0.22029145E+01       0.36738729E-01       0.75960708E+00       0.73968491E-03
      0.19000000E+02       0.21852846E+01       0.36446693E-01       0.77751101E+00       0.75765573E-03
      0.19500000E+02       0.21678066E+01       0.36157138E-01       0.79526077E+00       0.77546964E-03
      0.20000000E+02       0.21504792E+01       0.35870044E-01       0.81285765E+00       0.79312804E-03
      0.20500000E+02       0.21333010E+01       0.35585390E-01       0.83030295E+00       0.81063227E-03
      0.21000000E+02       0.21162709E+01       0.35303156E-01       0.84759798E+00       0.82798369E-03
      0.21500000E+02       0.20993875E+01       0.35023321E-01       0.86474400E+00       0.84518363E-03
      0.22000000E+02       0.20826496E+01       0.34745867E-01       0.88174229E+00       0.86223341E-03
      0.22500000E+02       0.20660560E+01       0.34470773E-01       0.89859410E+00       0.87913436E-03
      0.23000000E+02       0.20496054E+01       0.34198020E-01       0.91530069E+00       0.89588777E-03
      0.23500000E+02       0.20332966E+01       0.33927587E-01       0.93186328E+00       0.91249493E-03
      0.24000000E+02       0.20171285E+01       0.33659457E-01       0.94828312E+00       0.92895712E-03
      0.24500000E+02       0.20010997E+01       0.33393610E-01       0.96456141E+00       0.94527562E-03
      0.25000000E+02       0.19852092E+01       0.33130026E-01       0.98069936E+00       0.96145166E-03
      0.25500000E+02       0.19694557E+01       0.32868688E-01       0.99669817E+00       0.97748651E-03
      0.26000000E+02       0.19538380E+01       0.32609576E-01       0.10125590E+01       0.99338139E-03
      0.26500000E+02       0.19383551E+01       0.32352672E-01       0.10282831E+01       0.10091375E-02
      0.27000000E+02       0.19230057E+01       0.32097957E-01       0.10438716E+01       0.10247561E-02
      0.27500000E+02       0.19077888E+01       0.31845413E-01       0.10593256E+01       0.10402384E-02
      0.28000000E+02       0.18927031E+01       0.31595022E-01       0.10746463E+01       0.10555856E-02
      0.28500000E+02       0.18777476E+01       0.31346767E-01       0.10898348E+01       0.10707988E-02
      0.29000000E+02       0.18629211E+01       0.31100629E-01       0.11048923E+01       0.10858792E-02
